"nome_uf","nome_mun","cnes","tipo_cnes","vinc_sus","n_cnes","tipopremat_espontaneo","tipopremat_eletivo","consprenat_menor_que_6_consultas","indice_de_gini_2010_municipio","idhm_2010_municipio","cluster"
"RONDONIA","ALTA FLORESTA DOESTE","2679477","Inter.","1",106,0.0377358490566038,0.0188679245283019,0.188679245283019,0.58,0.641,"3"
"RONDONIA","ARIQUEMES","2494299","Urbano","1",1169,0.0778443113772455,0.0230966638152267,0.161676646706587,0.53,0.702,"2"
"RONDONIA","ARIQUEMES","2515504","Urbano","0",555,0.0522522522522523,0.0198198198198198,0.0342342342342342,0.53,0.702,"2"
"RONDONIA","ARIQUEMES","2515520","Urbano","0",332,0.0391566265060241,0.036144578313253,0.207831325301205,0.53,0.702,"2"
"RONDONIA","ARIQUEMES","2515598","Urbano","1",158,0.0506329113924051,0.0443037974683544,0.170886075949367,0.53,0.702,"2"
"RONDONIA","ARIQUEMES","2515601","Urbano","0",78,0.102564102564103,0.0641025641025641,0.115384615384615,0.53,0.702,"1"
"RONDONIA","ARIQUEMES","6663834","Urbano","0",31,0.032258064516129,0.0645161290322581,0.161290322580645,0.53,0.702,"2"
"RONDONIA","CACOAL","2496046","Urbano","1",1092,0.0970695970695971,0.0311355311355311,0.128205128205128,0.57,0.718,"2"
"RONDONIA","CACOAL","2516381","Urbano","0",173,0.0635838150289017,0.046242774566474,0.092485549132948,0.57,0.718,"2"
"RONDONIA","CACOAL","2784637","Urbano","0",259,0.0656370656370656,0.0347490347490347,0.0733590733590734,0.57,0.718,"2"
"RONDONIA","CACOAL","3651665","Urbano","0",62,0.0806451612903226,0.0161290322580645,0.17741935483871,0.57,0.718,"3"
"RONDONIA","CACOAL","7648693","Urbano","0",157,0.0127388535031847,0.0445859872611465,0.114649681528662,0.57,0.718,"2"
"RONDONIA","CEREJEIRAS","2334801","Urbano","1",160,0.01875,0.0125,0.09375,0.5,0.692,"2"
"RONDONIA","ESPIGAO DOESTE","2808587","Inter.","1",119,0.117647058823529,0.00840336134453781,0.210084033613445,0.52,0.672,"3"
"RONDONIA","JARU","2808609","Urbano","1",771,0.0557717250324254,0.0116731517509728,0.0687418936446174,0.49,0.689,"2"
"RONDONIA","JIPARANA","2495279","Urbano","1",1868,0.0733404710920771,0.0187366167023555,0.137044967880086,0.53,0.714,"2"
"RONDONIA","JIPARANA","2516144","Urbano","0",33,0.0303030303030303,0.0606060606060606,0.0909090909090909,0.53,0.714,"2"
"RONDONIA","JIPARANA","3152928","Urbano","1",339,0.0530973451327434,0.00884955752212389,0.0501474926253687,0.53,0.714,"2"
"RONDONIA","JIPARANA","6179703","Urbano","0",32,0.03125,0.03125,0.09375,0.53,0.714,"2"
"RONDONIA","MACHADINHO DOESTE","2808617","Rural","1",430,0.0511627906976744,0.00697674418604651,0.151162790697674,0.55,0.596,"3"
"RONDONIA","OURO PRETO DO OESTE","2516276","Urbano","1",333,0.141141141141141,0.0750750750750751,0.111111111111111,0.48,0.682,"1"
"RONDONIA","OURO PRETO DO OESTE","2516284","Urbano","0",201,0.054726368159204,0.0199004975124378,0.0945273631840796,0.48,0.682,"2"
"RONDONIA","OURO PRETO DO OESTE","2516292","Urbano","0",226,0.128318584070796,0.00442477876106195,0.079646017699115,0.48,0.682,"2"
"RONDONIA","PIMENTA BUENO","2516047","Urbano","0",420,0.0428571428571429,0.00238095238095238,0.114285714285714,0.54,0.71,"2"
"RONDONIA","PORTO VELHO","2515369","Urbano","1",792,0.0404040404040404,0.0202020202020202,0.127525252525253,0.56,0.736,"2"
"RONDONIA","PORTO VELHO","3970442","Urbano","1",3240,0.0342592592592593,0.00617283950617284,0.270679012345679,0.56,0.736,"4"
"RONDONIA","PORTO VELHO","4001303","Urbano","1",3390,0.0876106194690266,0.0991150442477876,0.26165191740413,0.56,0.736,"4"
"RONDONIA","PORTO VELHO","6205224","Urbano","0",612,0.0457516339869281,0.042483660130719,0.0784313725490196,0.56,0.736,"2"
"RONDONIA","PRESIDENTE MEDICI","2495414","Inter.","1",152,0.0855263157894737,0.0263157894736842,0.0855263157894737,0.53,0.664,"2"
"RONDONIA","ROLIM DE MOURA","2495228","Urbano","1",1115,0.0565022421524664,0.0125560538116592,0.132735426008969,0.53,0.7,"2"
"RONDONIA","VILHENA","2515989","Urbano","0",255,0.0117647058823529,0.0117647058823529,0.12156862745098,0.5,0.731,"2"
"RONDONIA","VILHENA","2798484","Urbano","1",1829,0.0459267359212685,0.0251503553854565,0.11864406779661,0.5,0.731,"2"
"RONDONIA","SAO MIGUEL DO GUAPORE","2808668","Rural","1",477,0.0440251572327044,0.00209643605870021,0.169811320754717,0.62,0.646,"3"
"RONDONIA","ALVORADA DOESTE","2808501","Rural","1",137,0.0364963503649635,0.0656934306569343,0.167883211678832,0.53,0.643,"2"
"RONDONIA","BURITIS","2807076","Inter.","1",195,0.0615384615384615,0.0153846153846154,0.123076923076923,0.5,0.616,"2"
"RONDONIA","BURITIS","5915104","Inter.","0",432,0.152777777777778,0.0138888888888889,0.118055555555556,0.5,0.616,"3"
"RONDONIA","BURITIS","7428626","Inter.","0",139,0.0359712230215827,0.00719424460431655,0.00719424460431655,0.5,0.616,"2"
"RONDONIA","SAO FRANCISCO DO GUAPORE","7218656","Rural","1",339,0.0383480825958702,0.0176991150442478,0.100294985250737,0.56,0.611,"2"
"RONDONIA","SERINGUEIRAS","2744392","Rural","1",57,0.0526315789473684,0.0350877192982456,0.105263157894737,0.63,0.598,"3"
"ACRE","BRASILEIA","2001500","Inter.","1",883,0.131370328425821,0.0101925254813137,0.32163080407701,0.58,0.614,"3"
"ACRE","CRUZEIRO DO SUL","2000296","Urbano","1",2890,0.111418685121107,0.0325259515570934,0.299307958477509,0.64,0.664,"4"
"ACRE","FEIJO","2000636","Inter.","1",616,0.0909090909090909,0.00649350649350649,0.503246753246753,0.68,0.539,"3"
"ACRE","RIO BRANCO","2000733","Urbano","1",4962,0.0965336557839581,0.102378073357517,0.36658605401048,0.59,0.727,"4"
"ACRE","RIO BRANCO","2002078","Urbano","1",3483,0.0556991099626759,0.0114843525696239,0.252368647717485,0.59,0.727,"4"
"ACRE","RIO BRANCO","6497314","Urbano","1",30,0.0666666666666667,0.166666666666667,0.466666666666667,0.59,0.727,"1"
"ACRE","RODRIGUES ALVES","2000024","Rural","1",55,0.127272727272727,0.0363636363636364,0.327272727272727,0.63,0.567,"3"
"ACRE","SENADOR GUIOMARD","2000725","Inter.","1",47,0.0638297872340425,0.0212765957446809,0.51063829787234,0.55,0.64,"3"
"ACRE","SENA MADUREIRA","2000865","Inter.","1",592,0.0912162162162162,0.00168918918918919,0.402027027027027,0.54,0.603,"3"
"ACRE","TARAUACA","2000121","Inter.","1",1119,0.109025915996425,0.00893655049151028,0.637176050044683,0.65,0.539,"3"
"AMAZONAS","ALVARAES","2017768","Rural","1",349,0.0802292263610315,0.0229226361031519,0.541547277936963,0.58,0.527,"3"
"AMAZONAS","AMATURA","2016648","Rural","1",162,0.12962962962963,0.0185185185185185,0.166666666666667,0.64,0.56,"3"
"AMAZONAS","ANAMA","2017679","Rural","1",219,0.127853881278539,0.0136986301369863,0.324200913242009,0.58,0.594,"3"
"AMAZONAS","ANORI","2717379","Rural","1",219,0.127853881278539,0.0136986301369863,0.246575342465753,0.6,0.561,"3"
"AMAZONAS","APUI","2013282","Inter.","1",274,0.0583941605839416,0.0072992700729927,0.160583941605839,0.56,0.637,"3"
"AMAZONAS","AUTAZES","2013045","Rural","1",720,0.0208333333333333,0.00555555555555556,0.401388888888889,0.59,0.577,"3"
"AMAZONAS","BARCELOS","2015242","Inter.","1",267,0.104868913857678,0.0112359550561798,0.314606741573034,0.74,0.5,"3"
"AMAZONAS","BARREIRINHA","2012022","Rural","1",471,0.0127388535031847,0.00212314225053079,0.329087048832272,0.6,0.574,"3"
"AMAZONAS","BENJAMIN CONSTANT","2016974","Inter.","1",705,0.0382978723404255,0.00283687943262411,0.253900709219858,0.56,0.574,"3"
"AMAZONAS","BOA VISTA DO RAMOS","2016354","Rural","1",257,0.0350194552529183,0.00778210116731518,0.120622568093385,0.59,0.565,"3"
"AMAZONAS","BOCA DO ACRE","2012499","Inter.","1",535,0.0878504672897196,0.0130841121495327,0.300934579439252,0.63,0.588,"3"
"AMAZONAS","BORBA","2012383","Rural","1",528,0.0587121212121212,0.00757575757575758,0.238636363636364,0.64,0.56,"3"
"AMAZONAS","CAAPIRANGA","2016656","Rural","1",155,0.174193548387097,0.032258064516129,0.567741935483871,0.58,0.569,"3"
"AMAZONAS","CANUTAMA","2016419","Rural","1",178,0.106741573033708,0.00561797752808989,0.297752808988764,0.61,0.53,"3"
"AMAZONAS","CARAUARI","2017555","Urbano","1",542,0.162361623616236,0.0129151291512915,0.201107011070111,0.54,0.549,"3"
"AMAZONAS","COARI","2018136","Urbano","1",1543,0.147764095917045,0.00777705767984446,0.402462734931951,0.64,0.586,"3"
"AMAZONAS","CODAJAS","2019523","Inter.","1",439,0.100227790432802,0.00455580865603645,0.271070615034169,0.61,0.563,"3"
"AMAZONAS","EIRUNEPE","2016397","Inter.","1",602,0.0548172757475083,0.0348837209302326,0.289036544850498,0.62,0.563,"3"
"AMAZONAS","ENVIRA","7585381","Inter.","1",6,0.166666666666667,0.166666666666667,0.666666666666667,0.64,0.509,"3"
"AMAZONAS","HUMAITA","2017016","Urbano","1",974,0.0472279260780287,0.0277207392197125,0.174537987679671,0.66,0.605,"3"
"AMAZONAS","ITACOATIARA","2016923","Urbano","1",1904,0.129201680672269,0.00105042016806723,0.309348739495798,0.59,0.644,"3"
"AMAZONAS","ITAMARATI","2013568","Rural","1",175,0.00571428571428571,0.00571428571428571,0.0285714285714286,0.8,0.477,"3"
"AMAZONAS","ITAPIRANGA","2708906","Inter.","1",180,0.0944444444444444,0.00555555555555556,0.238888888888889,0.67,0.654,"3"
"AMAZONAS","JUTAI","2011875","Inter.","1",494,0.0910931174089069,0.0242914979757085,0.469635627530364,0.69,0.516,"3"
"AMAZONAS","LABREA","2012618","Inter.","1",762,0.0958005249343832,0.0564304461942257,0.288713910761155,0.59,0.531,"3"
"AMAZONAS","MANACAPURU","2013258","Urbano","1",1975,0.112405063291139,0.00810126582278481,0.475949367088608,0.56,0.614,"3"
"AMAZONAS","MANAQUIRI","2011891","Rural","1",159,0.0943396226415094,0.00628930817610063,0.314465408805031,0.57,0.596,"3"
"AMAZONAS","MANAUS","2012480","Urbano","1",2632,0.0904255319148936,0.0212765957446809,0.416793313069909,0.61,0.737,"4"
"AMAZONAS","MANAUS","2017199","Urbano","0",1889,0.0455267337215458,0.0788777130757014,0.151402858655373,0.61,0.737,"1"
"AMAZONAS","MANAUS","2017245","Urbano","0",543,0.0773480662983425,0.0626151012891344,0.117863720073665,0.61,0.737,"1"
"AMAZONAS","MANAUS","2017318","Urbano","1",4205,0.0558858501783591,0.000713436385255648,0.435434007134364,0.61,0.737,"4"
"AMAZONAS","MANAUS","2018055","Urbano","1",811,0.0900123304562269,0.064118372379778,0.141800246609125,0.61,0.737,"1"
"AMAZONAS","MANAUS","2018365","Urbano","0",332,0.153614457831325,0.0391566265060241,0.159638554216867,0.61,0.737,"3"
"AMAZONAS","MANAUS","2019558","Urbano","1",4842,0.11090458488228,0.0156959933911607,0.38517141676993,0.61,0.737,"4"
"AMAZONAS","MANAUS","2019566","Urbano","1",1414,0.082036775106082,0.00919377652050919,0.504243281471004,0.61,0.737,"3"
"AMAZONAS","MANAUS","3004104","Urbano","1",4046,0.0304003954522986,0.0130993573900148,0.473059812160158,0.61,0.737,"4"
"AMAZONAS","MANAUS","3151794","Urbano","1",7386,0.130923368535066,0.000812347684809098,0.476171134578933,0.61,0.737,"4"
"AMAZONAS","MANAUS","6627595","Urbano","1",5140,0.114007782101167,0.000583657587548638,0.377626459143969,0.61,0.737,"4"
"AMAZONAS","MANAUS","9697217","Urbano","0",3173,0.06460762685156,0.0384494169555626,0.1128269776237,0.61,0.737,"4"
"AMAZONAS","MANICORE","2014688","Rural","1",778,0.0784061696658098,0.0012853470437018,0.332904884318766,0.6,0.582,"3"
"AMAZONAS","MARAA","2017660","Rural","1",319,0.112852664576803,0.0188087774294671,0.329153605015674,0.69,0.498,"3"
"AMAZONAS","MAUES","2018144","Rural","1",1121,0.115075825156111,0.0294380017841213,0.386262265834077,0.64,0.588,"3"
"AMAZONAS","NOVA OLINDA DO NORTE","2011905","Rural","1",677,0.150664697193501,0.00147710487444609,0.534711964549483,0.63,0.558,"3"
"AMAZONAS","NOVO AIRAO","2708922","Rural","1",192,0.0833333333333333,0.0104166666666667,0.494791666666667,0.59,0.57,"3"
"AMAZONAS","PARINTINS","2016893","Urbano","1",1784,0.105941704035874,0.0134529147982063,0.457399103139013,0.59,0.658,"3"
"AMAZONAS","PARINTINS","3210243","Urbano","1",183,0.12568306010929,0.00546448087431694,0.398907103825137,0.59,0.658,"3"
"AMAZONAS","PRESIDENTE FIGUEIREDO","2013320","Rural","1",204,0.0588235294117647,0.00980392156862745,0.426470588235294,0.52,0.647,"3"
"AMAZONAS","SANTA ISABEL DO RIO NEGRO","2016478","Rural","1",166,0.0783132530120482,0.036144578313253,0.283132530120482,0.72,0.479,"3"
"AMAZONAS","SANTO ANTONIO DO ICA","3220966","Inter.","1",591,0.0236886632825719,0.00676818950930626,0.194585448392555,0.67,0.49,"3"
"AMAZONAS","SAO GABRIEL DA CACHOEIRA","4004787","Inter.","1",696,0.0991379310344828,0.00431034482758621,0.366379310344828,0.8,0.609,"3"
"AMAZONAS","SAO PAULO DE OLIVENCA","2018128","Rural","1",444,0.162162162162162,0.0585585585585586,0.326576576576577,0.64,0.521,"3"
"AMAZONAS","SAO SEBASTIAO DO UATUMA","2011859","Rural","1",173,0.0982658959537572,0.0115606936416185,0.335260115606936,0.58,0.577,"3"
"AMAZONAS","SILVES","2016249","Rural","1",75,0.133333333333333,0.0266666666666667,0.346666666666667,0.56,0.632,"3"
"AMAZONAS","TABATINGA","7459831","Urbano","1",1248,0.121794871794872,0.0344551282051282,0.329326923076923,0.65,0.616,"3"
"AMAZONAS","TAPAUA","2012553","Inter.","1",344,0.0843023255813953,0.00581395348837209,0.255813953488372,0.6,0.502,"3"
"AMAZONAS","TEFE","2016141","Urbano","1",1775,0.0630985915492958,0.0028169014084507,0.396056338028169,0.62,0.639,"3"
"AMAZONAS","TONANTINS","2012804","Rural","1",364,0.142857142857143,0.0137362637362637,0.436813186813187,0.54,0.548,"3"
"AMAZONAS","UARINI","2016443","Rural","1",296,0.0439189189189189,0.0135135135135135,0.243243243243243,0.61,0.527,"3"
"AMAZONAS","URUCARA","2717395","Rural","1",254,0.118110236220472,0.00393700787401575,0.303149606299213,0.6,0.62,"3"
"AMAZONAS","URUCURITUBA","2016567","Rural","1",205,0.0341463414634146,0.0048780487804878,0.307317073170732,0.58,0.588,"3"
"RORAIMA","BOA VISTA","2566168","Urbano","1",9980,0.0924849699398798,0.069438877755511,0.380961923847695,0.58,0.752,"4"
"RORAIMA","BOA VISTA","6185177","Urbano","0",384,0.0260416666666667,0.09375,0.0703125,0.58,0.752,"1"
"RORAIMA","NORMANDIA","2320541","Rural","1",179,0.217877094972067,0.00558659217877095,0.692737430167598,0.7,0.594,"3"
"RORAIMA","RORAINOPOLIS","7470371","Rural","1",842,0.0866983372921615,0.00118764845605701,0.315914489311164,0.57,0.619,"3"
"PARA","ABAETETUBA","73482","Urbano","1",1587,0.0485192186515438,0.0333963453056081,0.385003150598614,0.53,0.628,"3"
"PARA","ABAETETUBA","2318482","Urbano","1",405,0.054320987654321,0.00740740740740741,0.345679012345679,0.53,0.628,"3"
"PARA","ACARA","2329484","Rural","1",225,0.102222222222222,0.0177777777777778,0.751111111111111,0.53,0.506,"3"
"PARA","AFUA","2316048","Rural","1",274,0.0656934306569343,0.0401459854014599,0.510948905109489,0.66,0.489,"3"
"PARA","AGUA AZUL DO NORTE","2615738","Rural","1",90,0.0888888888888889,0.0111111111111111,0.144444444444444,0.49,0.564,"3"
"PARA","ALENQUER","2331861","Urbano","1",1077,0.0724233983286908,0.0139275766016713,0.475394614670381,0.58,0.564,"3"
"PARA","ALMEIRIM","2331748","Inter.","1",578,0.108996539792388,0.00865051903114187,0.42560553633218,0.65,0.642,"3"
"PARA","ALMEIRIM","6762964","Inter.","0",28,0.107142857142857,0.0357142857142857,0.25,0.65,0.642,"3"
"PARA","ALTAMIRA","2330830","Urbano","1",2141,0.0565156468939748,0.017281644091546,0.290518449322746,0.56,0.665,"3"
"PARA","ALTAMIRA","2676044","Urbano","1",129,0.0155038759689922,0.00775193798449612,0.0465116279069767,0.56,0.665,"2"
"PARA","ALTAMIRA","5597501","Urbano","1",43,0.255813953488372,0.232558139534884,0.302325581395349,0.56,0.665,"1"
"PARA","ANAJAS","2313049","Rural","1",581,0.0516351118760757,0.00172117039586919,0.641996557659208,0.62,0.484,"3"
"PARA","ANANINDEUA","2615835","Urbano","1",2870,0.0306620209059233,0.000696864111498258,0.470034843205575,0.52,0.718,"4"
"PARA","ANAPU","2330938","Rural","1",612,0.0833333333333333,0.0212418300653595,0.15359477124183,0.58,0.548,"3"
"PARA","AUGUSTO CORREA","2678578","Rural","1",308,0.100649350649351,0.00324675324675325,0.415584415584416,0.56,0.52,"3"
"PARA","AURORA DO PARA","5572924","Rural","1",259,0.0810810810810811,0.0231660231660232,0.305019305019305,0.56,0.519,"3"
"PARA","BAGRE","7773250","Rural","1",264,0.0757575757575758,0.0113636363636364,0.484848484848485,0.48,0.471,"3"
"PARA","BAIAO","4005732","Rural","1",308,0.0681818181818182,0.0422077922077922,0.227272727272727,0.53,0.578,"3"
"PARA","BARCARENA","2311763","Urbano","1",1162,0.0602409638554217,0.00688468158347676,0.296041308089501,0.55,0.662,"3"
"PARA","BARCARENA","9461493","Urbano","1",1497,0.110888443553774,0.0814963259853039,0.397461589846359,0.55,0.662,"3"
"PARA","BELEM","2332671","Urbano","1",3016,0.0759283819628647,0.000331564986737401,0.172413793103448,0.61,0.746,"4"
"PARA","BELEM","2332930","Urbano","1",2348,0.0796422487223169,0.034923339011925,0.211669505962521,0.61,0.746,"4"
"PARA","BELEM","2333031","Urbano","1",172,0.11046511627907,0.0755813953488372,0.412790697674419,0.61,0.746,"3"
"PARA","BELEM","2333228","Urbano","0",307,0.00651465798045603,0.127035830618893,0.0325732899022801,0.61,0.746,"1"
"PARA","BELEM","2752700","Urbano","1",8509,0.23563285932542,0.115407215889059,0.547067810553532,0.61,0.746,"4"
"PARA","BELEM","3656969","Urbano","1",357,0.112044817927171,0.112044817927171,0.100840336134454,0.61,0.746,"1"
"PARA","BELEM","5332427","Urbano","0",2977,0.00873362445414847,0.0984212294255962,0.00134363453140746,0.61,0.746,"1"
"PARA","BELEM","7453124","Urbano","0",47,0.0425531914893617,0.0212765957446809,0.170212765957447,0.61,0.746,"2"
"PARA","BELEM","9087958","Urbano","0",155,0.00645161290322581,0.0903225806451613,0.116129032258065,0.61,0.746,"1"
"PARA","BELEM","9917322","Urbano","1",3213,0.119825708061002,0.0233426704014939,0.47463429816371,0.61,0.746,"4"
"PARA","BELTERRA","3738698","Rural","1",178,0.0898876404494382,0.00561797752808989,0.252808988764045,0.58,0.588,"3"
"PARA","BOM JESUS DO TOCANTINS","2678624","Rural","1",173,0.069364161849711,0.00578034682080925,0.202312138728324,0.52,0.589,"3"
"PARA","BRAGANCA","2678322","Urbano","1",82,0.0487804878048781,0.0121951219512195,0.158536585365854,0.58,0.6,"3"
"PARA","BRAGANCA","2678403","Urbano","1",1822,0.113611416026345,0.00493962678375412,0.29582875960483,0.58,0.6,"3"
"PARA","BRAGANCA","2678756","Urbano","1",1401,0.0620985010706638,0.00428265524625268,0.316202712348323,0.58,0.6,"3"
"PARA","BRASIL NOVO","9031103","Rural","1",283,0.0600706713780919,0.00353356890459364,0.328621908127208,0.67,0.613,"3"
"PARA","BREVES","2418657","Urbano","1",1936,0.0996900826446281,0.00878099173553719,0.682851239669422,0.58,0.503,"3"
"PARA","BREVES","6710158","Urbano","1",451,0.110864745011086,0.082039911308204,0.283813747228381,0.58,0.503,"3"
"PARA","BUJARU","2675951","Rural","1",125,0.08,0.016,0.512,0.52,0.552,"3"
"PARA","CAMETA","2313367","Urbano","1",177,0.0508474576271186,0.0508474576271186,0.259887005649718,0.58,0.577,"3"
"PARA","CANAA DOS CARAJAS","2677563","Inter.","1",873,0.122565864833906,0.00572737686139748,0.156930126002291,0.55,0.673,"3"
"PARA","CANAA DOS CARAJAS","5874645","Inter.","0",332,0.0391566265060241,0.0873493975903614,0.201807228915663,0.55,0.673,"1"
"PARA","CAPANEMA","6500552","Urbano","1",498,0.00401606425702811,0.034136546184739,0.120481927710843,0.53,0.655,"2"
"PARA","CAPANEMA","7360347","Urbano","1",1521,0.0854700854700855,0.0019723865877712,0.347140039447732,0.53,0.655,"3"
"PARA","CAPITAO POCO","2330962","Rural","1",690,0.0985507246376812,0.0072463768115942,0.120289855072464,0.62,0.548,"3"
"PARA","CAPITAO POCO","2616491","Rural","0",288,0.0555555555555556,0.00347222222222222,0.0868055555555556,0.62,0.548,"3"
"PARA","CASTANHAL","7684","Urbano","1",4270,0.0501170960187354,0.00281030444964871,0.261592505854801,0.54,0.673,"4"
"PARA","CONCEICAO DO ARAGUAIA","2328968","Urbano","1",47,0.0212765957446809,0.0212765957446809,0.148936170212766,0.54,0.64,"2"
"PARA","CONCEICAO DO ARAGUAIA","2328992","Urbano","1",721,0.10124826629681,0.0374479889042996,0.431345353675451,0.54,0.64,"3"
"PARA","CONCORDIA DO PARA","2622319","Inter.","1",366,0.0901639344262295,0.0163934426229508,0.456284153005464,0.5,0.566,"3"
"PARA","CUMARU DO NORTE","2318059","Rural","1",95,0.0526315789473684,0.0105263157894737,0.347368421052632,0.64,0.55,"3"
"PARA","CURRALINHO","2615843","Rural","1",518,0.0926640926640927,0.0424710424710425,0.573359073359073,0.57,0.502,"3"
"PARA","CURUCA","2311992","Rural","1",43,0.0465116279069767,0.0232558139534884,0.395348837209302,0.56,0.582,"3"
"PARA","DOM ELISEU","2677571","Urbano","1",331,0.0694864048338369,0.0120845921450151,0.386706948640483,0.52,0.615,"3"
"PARA","DOM ELISEU","2677598","Urbano","1",232,0.0517241379310345,0.0258620689655172,0.370689655172414,0.52,0.615,"3"
"PARA","FLORESTA DO ARAGUAIA","2418673","Rural","1",326,0.0276073619631902,0.0337423312883436,0.291411042944785,0.62,0.583,"3"
"PARA","GARRAFAO DO NORTE","9601503","Rural","1",221,0.0769230769230769,0.00904977375565611,0.117647058823529,0.55,0.526,"3"
"PARA","GOIANESIA DO PARA","2312174","Inter.","1",639,0.0344287949921753,0.0391236306729265,0.359937402190923,0.54,0.56,"3"
"PARA","GURUPA","2313057","Rural","1",526,0.115969581749049,0.0171102661596958,0.55893536121673,0.56,0.509,"3"
"PARA","IGARAPEACU","2804638","Inter.","1",125,0.176,0.016,0.024,0.56,0.595,"3"
"PARA","IGARAPEMIRI","2317397","Inter.","1",679,0.0589101620029455,0.00883652430044183,0.438880706921944,0.53,0.547,"3"
"PARA","IPIXUNA DO PARA","2616483","Rural","1",522,0.0842911877394636,0.028735632183908,0.371647509578544,0.57,0.489,"3"
"PARA","ITAITUBA","2330997","Urbano","0",215,0.0837209302325581,0.0418604651162791,0.288372093023256,0.57,0.64,"3"
"PARA","ITAITUBA","2331012","Urbano","1",503,0.111332007952286,0.0357852882703777,0.341948310139165,0.57,0.64,"3"
"PARA","ITAITUBA","2331020","Urbano","0",141,0.106382978723404,0.0141843971631206,0.148936170212766,0.57,0.64,"3"
"PARA","ITAITUBA","2331098","Urbano","1",1372,0.118075801749271,0.0225947521865889,0.371720116618076,0.57,0.64,"3"
"PARA","ITAITUBA","2331101","Urbano","0",171,0.116959064327485,0.00584795321637427,0.263157894736842,0.57,0.64,"3"
"PARA","ITUPIRANGA","2615711","Urbano","1",628,0.128980891719745,0.0159235668789809,0.546178343949045,0.62,0.528,"3"
"PARA","JACAREACANGA","2331691","Rural","1",331,0.129909365558912,0.0211480362537764,0.595166163141994,0.69,0.505,"3"
"PARA","JACUNDA","2312050","Urbano","1",568,0.0704225352112676,0.0475352112676056,0.221830985915493,0.59,0.622,"3"
"PARA","JACUNDA","2312069","Urbano","1",39,0.0769230769230769,0.0256410256410256,0.0256410256410256,0.59,0.622,"3"
"PARA","JURUTI","2316757","Inter.","1",945,0.0941798941798942,0.0243386243386243,0.267724867724868,0.59,0.592,"3"
"PARA","LIMOEIRO DO AJURU","2772329","Rural","1",90,0.133333333333333,0.0222222222222222,0.422222222222222,0.58,0.541,"3"
"PARA","MAE DO RIO","2677407","Urbano","1",348,0.0890804597701149,0.00574712643678161,0.304597701149425,0.58,0.599,"3"
"PARA","MARABA","5599504","Urbano","1",46,0.108695652173913,0.282608695652174,0.347826086956522,0.58,0.668,"1"
"PARA","MARABA","5703425","Urbano","1",5430,0.11731123388582,0.0416206261510129,0.433517495395948,0.58,0.668,"4"
"PARA","MARITUBA","2619717","Urbano","1",1787,0.0263010632344712,0.00167879127028539,0.423055400111919,0.42,0.676,"2"
"PARA","MEDICILANDIA","2622475","Rural","1",427,0.0819672131147541,0.0117096018735363,0.203747072599532,0.61,0.582,"3"
"PARA","MOCAJUBA","2677431","Inter.","1",617,0.0761750405186386,0.0129659643435981,0.39708265802269,0.58,0.575,"3"
"PARA","MOJU","2697289","Rural","1",542,0.0387453874538745,0.003690036900369,0.575645756457565,0.63,0.547,"3"
"PARA","MONTE ALEGRE","2652706","Urbano","1",12,0.0833333333333333,0.166666666666667,0.166666666666667,0.59,0.589,"1"
"PARA","MONTE ALEGRE","6569234","Urbano","1",1111,0.0765076507650765,0.018001800180018,0.360936093609361,0.59,0.589,"3"
"PARA","MUANA","2316005","Rural","1",521,0.0595009596928983,0.036468330134357,0.380038387715931,0.56,0.547,"3"
"PARA","NOVA ESPERANCA DO PIRIA","5968496","Rural","1",163,0.098159509202454,0.0368098159509202,0.0245398773006135,0.63,0.502,"3"
"PARA","NOVO PROGRESSO","2331578","Inter.","1",571,0.0840630472854641,0.0122591943957968,0.341506129597198,0.54,0.673,"3"
"PARA","NOVO PROGRESSO","5886201","Inter.","0",136,0.0955882352941176,0.00735294117647059,0.301470588235294,0.54,0.673,"3"
"PARA","NOVO REPARTIMENTO","2312123","Inter.","1",595,0.092436974789916,0.00672268907563025,0.583193277310924,0.59,0.537,"3"
"PARA","NOVO REPARTIMENTO","6311040","Inter.","0",538,0.0483271375464684,0.00185873605947955,0.00557620817843866,0.59,0.537,"3"
"PARA","OBIDOS","2332299","Urbano","1",1023,0.0713587487781036,0.00977517106549365,0.443792766373412,0.59,0.594,"3"
"PARA","OEIRAS DO PARA","6578373","Rural","1",383,0.135770234986945,0.0234986945169713,0.537859007832898,0.56,0.507,"3"
"PARA","ORIXIMINA","2619938","Urbano","1",1354,0.146233382570162,0.000738552437223043,0.300590841949778,0.64,0.623,"3"
"PARA","ORIXIMINA","6312314","Urbano","0",106,0.0943396226415094,0.00943396226415094,0.30188679245283,0.64,0.623,"3"
"PARA","OUREM","2313669","Rural","1",161,0.0496894409937888,0.0062111801242236,0.173913043478261,0.62,0.568,"3"
"PARA","PACAJA","2616211","Rural","1",476,0.0189075630252101,0.00420168067226891,0.266806722689076,0.65,0.515,"3"
"PARA","PARAUAPEBAS","2614634","Urbano","1",688,0.0436046511627907,0.00290697674418605,0.0813953488372093,0.53,0.715,"2"
"PARA","PARAUAPEBAS","2615746","Urbano","1",3593,0.099638185360423,0.0478708600055664,0.293348177010854,0.53,0.715,"4"
"PARA","PARAUAPEBAS","2615754","Urbano","0",353,0.0396600566572238,0.0934844192634561,0.147308781869688,0.53,0.715,"1"
